ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard,Customer Segment,Relationship Years,Branch,City,Customer Lifetime Value (CLV),Financial Health Score,Relationship Priority Score,Next Best Product
1330,28,4,32,110024,3,1.0,2,0,0,0,0,0,0,Mass,3,Dwarka Branch,Delhi,38800,47,18.5,Credit Card
1331,34,9,64,380092,2,0.1,1,224,0,0,0,1,1,Mass Affluent,7,Navrangpura Branch,Ahmedabad,242800,65,50.0,Mutual Funds
1332,31,7,84,500031,1,0.1,1,0,0,0,0,1,0,Mass Affluent,4,Secunderabad Branch,Hyderabad,164500,73,47.6,Credit Card
1333,31,5,21,600099,1,0.4,2,0,0,0,0,1,0,Mass,3,OMR Branch,Chennai,23400,51,16.6,Credit Card
1334,62,38,99,440076,4,1.7,2,0,0,0,0,1,0,Mass Affluent,12,Sitabuldi Branch,Nagpur,338300,85,71.5,Credit Card
1335,47,22,35,440097,2,1.3,1,0,0,0,0,1,0,Mass,22,Sitabuldi Branch,Nagpur,98100,54,38.8,Credit Card
1336,50,24,180,226001,1,1.7,1,0,0,0,0,1,1,HNI,18,Hazratganj Branch,Lucknow,912000,87,87.1,Home Loan
1337,36,12,42,110007,1,1.33,1,0,0,0,0,1,0,Mass,8,Dwarka Branch,Delhi,87600,55,30.4,Credit Card
1338,26,0,179,600061,4,2.1,2,0,1,0,0,0,0,HNI,3,OMR Branch,Chennai,483100,70,67.5,Home Loan
1339,51,27,42,160077,4,0.1,3,0,0,0,0,0,0,Mass,11,Sector 17 Branch,Chandigarh,82600,66,34.4,Life Insurance
1340,52,25,180,560068,2,9.0,2,297,1,0,0,1,0,HNI,22,Whitefield Branch,Bengaluru,1753800,64,82.9,Fixed Deposit
1341,35,11,82,400006,4,3.4,1,0,0,0,0,0,0,Mass Affluent,9,Fort Branch,Mumbai,246700,65,56.8,Credit Card
1342,42,16,55,302082,2,0.7,1,149,0,0,0,0,0,Mass,2,Malviya Nagar Branch,Jaipur,138200,57,34.2,Life Insurance
1343,36,12,79,500092,2,2.2,1,0,0,0,0,1,0,Mass Affluent,14,Secunderabad Branch,Hyderabad,257000,67,60.6,Credit Card
1344,41,17,48,600070,2,0.6,3,215,0,0,0,0,1,Mass,10,Anna Nagar Branch,Chennai,208300,58,45.6,Life Insurance
1345,49,25,93,395080,1,2.7,1,0,0,1,0,1,0,Affluent,5,Ring Road Branch,Surat,331600,80,63.3,Credit Card
1346,57,32,23,600038,2,0.2,3,0,0,0,0,0,0,Mass,1,Anna Nagar Branch,Chennai,18700,57,17.0,Life Insurance
1347,44,20,50,560015,3,2.33,1,200,0,0,0,0,0,Mass,5,Koramangala Branch,Bengaluru,170700,53,38.5,Life Insurance
1348,60,34,85,560046,2,2.0,1,0,0,0,0,1,0,Mass Affluent,16,Whitefield Branch,Bengaluru,309800,78,69.6,Credit Card
1349,38,14,35,560068,1,1.5,2,97,0,0,0,1,0,Mass,6,Indiranagar Branch,Bengaluru,137400,51,32.5,Credit Card
1350,26,2,171,400092,3,6.0,2,0,1,0,0,1,0,HNI,5,Bandra West Branch,Mumbai,708600,63,71.1,Home Loan
1351,29,2,29,380034,4,1.5,2,0,0,0,0,0,1,Mass,6,Satellite Branch,Ahmedabad,86900,42,23.2,Gold Loan
1352,59,35,84,302033,1,1.8,3,0,0,0,0,1,1,Mass Affluent,15,Malviya Nagar Branch,Jaipur,371900,77,69.6,Life Insurance
1353,51,27,20,110027,4,0.5,2,0,0,0,0,1,0,Mass,12,Connaught Place Branch,Delhi,41500,50,23.2,Life Insurance
1354,50,25,14,560049,1,0.4,3,0,0,0,0,1,1,Mass,4,Indiranagar Branch,Bengaluru,60000,45,18.2,Gold Loan
1355,35,10,179,160055,1,8.6,1,357,0,0,0,0,0,HNI,8,Sector 17 Branch,Chandigarh,1113600,74,79.0,Fixed Deposit
1356,61,37,48,400021,1,0.8,1,158,0,0,0,1,0,Mass,15,Bandra West Branch,Mumbai,230100,65,53.6,Life Insurance
1357,42,16,74,500098,1,2.8,1,0,0,0,0,1,0,Mass Affluent,11,Banjara Hills Branch,Hyderabad,239700,71,57.8,Credit Card
1358,55,29,53,500057,1,1.4,1,0,0,0,0,0,0,Mass,22,Banjara Hills Branch,Hyderabad,164200,67,52.9,Life Insurance
1359,50,25,83,411031,1,2.8,2,0,0,0,0,1,1,Mass Affluent,7,Viman Nagar Branch,Pune,310900,74,60.9,Home Loan
1360,64,40,171,110035,2,2.1,1,433,0,0,0,0,0,HNI,9,Karol Bagh Branch,Delhi,696800,89,79.8,Fixed Deposit
1361,54,28,85,411085,4,4.9,1,0,0,0,0,1,0,Mass Affluent,2,Viman Nagar Branch,Pune,265500,72,56.5,Credit Card
1362,50,26,38,560053,4,0.9,2,0,0,0,0,1,0,Mass,17,Koramangala Branch,Bengaluru,96800,54,35.8,Life Insurance
1363,31,5,85,600063,3,1.6,1,157,0,0,0,1,1,Mass Affluent,5,T Nagar Branch,Chennai,327200,64,56.4,Auto Loan
1364,32,8,79,400026,1,0.1,1,0,0,0,0,0,0,Mass Affluent,8,Fort Branch,Mumbai,155300,68,46.7,Credit Card
1365,44,19,69,500060,4,0.4,1,0,0,0,0,0,0,Mass,18,Banjara Hills Branch,Hyderabad,187400,71,56.4,Credit Card
1366,60,35,43,500028,3,0.9,3,0,0,0,0,1,1,Mass,12,Secunderabad Branch,Hyderabad,159100,64,43.1,Life Insurance
1367,60,34,33,110007,2,0.3,1,101,0,0,0,1,0,Mass,20,Connaught Place Branch,Delhi,187000,58,48.7,Life Insurance
1368,62,38,42,400080,3,0.1,3,149,0,0,0,0,1,Mass,9,Bandra West Branch,Mumbai,182500,60,42.4,Life Insurance
1369,46,21,40,110084,4,1.9,3,122,0,0,0,1,0,Mass,16,Connaught Place Branch,Delhi,203000,48,46.2,Life Insurance
1370,57,33,43,560019,1,1.8,3,0,0,0,0,0,0,Mass,3,Whitefield Branch,Bengaluru,76800,62,28.1,Life Insurance
1371,30,5,20,400028,4,0.5,3,117,0,0,0,0,0,Mass,8,Fort Branch,Mumbai,87100,38,22.4,Gold Loan
1372,58,32,65,641024,3,2.5,1,222,0,0,0,1,0,Mass Affluent,28,Gandhipuram Branch,Coimbatore,435300,59,71.5,Credit Card
1373,39,13,139,560067,3,3.4,1,483,1,0,0,1,0,Affluent,8,Indiranagar Branch,Bengaluru,603100,59,66.7,Fixed Deposit
1374,60,35,135,302022,3,0.3,3,0,1,0,0,1,0,Affluent,14,C Scheme Branch,Jaipur,463400,75,73.9,Fixed Deposit
1375,59,34,84,440067,3,1.6,3,0,0,0,0,1,0,Mass Affluent,6,Wardha Road Branch,Nagpur,210200,73,54.1,Credit Card
1376,50,26,179,400094,1,2.9,3,0,1,0,0,0,1,HNI,18,Bandra West Branch,Mumbai,931100,72,80.6,Home Loan
1377,63,39,45,411082,4,1.3,2,86,0,0,0,0,0,Mass,18,Viman Nagar Branch,Pune,226800,65,55.0,Life Insurance
1378,27,3,109,226076,2,2.5,1,0,0,0,0,1,0,Affluent,3,Gomti Nagar Branch,Lucknow,269100,67,57.5,Fixed Deposit
1379,54,29,34,411001,4,0.1,3,0,0,0,0,1,0,Mass,21,Kothrud Branch,Pune,90300,60,38.5,Life Insurance
1380,62,37,162,560092,1,1.3,1,0,0,0,0,1,0,Affluent,24,Indiranagar Branch,Bengaluru,819800,93,93.9,Home Loan
1381,60,34,105,560089,2,1.4,1,0,0,0,0,1,0,Mass Affluent,15,Whitefield Branch,Bengaluru,385500,86,75.8,Fixed Deposit
1382,38,12,22,400040,3,0.2,2,0,0,0,0,1,0,Mass,8,Fort Branch,Mumbai,32000,51,20.5,Life Insurance
1383,34,8,82,600083,2,1.8,1,178,0,0,0,1,1,Mass Affluent,11,OMR Branch,Chennai,415300,71,65.1,Mutual Funds
1384,65,41,105,395047,4,1.7,2,230,0,1,0,1,0,Affluent,4,Vesu Branch,Surat,444900,93,68.4,Fixed Deposit
1385,55,31,62,641012,1,1.8,3,0,0,0,0,1,0,Mass,18,Gandhipuram Branch,Coimbatore,208900,69,57.3,Credit Card
1386,57,31,82,400033,2,2.0,1,83,0,0,0,0,1,Mass Affluent,20,Andheri East Branch,Mumbai,514600,75,74.0,Life Insurance
1387,27,3,72,700032,4,0.0,1,0,0,0,0,1,0,Mass,4,Howrah Branch,Kolkata,137100,71,42.0,Credit Card
1388,35,10,38,560017,4,1.7,1,0,0,0,0,1,1,Mass,6,Koramangala Branch,Bengaluru,113500,45,28.3,Life Insurance
1389,52,28,25,682066,4,1.0,1,0,0,0,0,0,0,Mass,17,MG Road Kochi Branch,Kochi,49300,47,27.0,Life Insurance
1390,45,15,20,400019,1,0.75,3,0,0,0,0,1,0,Mass,7,Andheri East Branch,Mumbai,29400,48,18.6,Credit Card
1391,29,3,80,452088,4,1.8,2,0,0,0,0,1,1,Mass Affluent,5,Palasia Branch,Indore,242800,67,52.2,Home Loan
1392,44,18,84,302039,3,1.1,1,0,0,0,0,0,0,Mass Affluent,12,C Scheme Branch,Jaipur,221800,69,57.9,Credit Card
1393,47,23,33,400096,1,1.0,1,0,0,0,0,1,1,Mass,13,Andheri East Branch,Mumbai,131900,62,38.5,Mutual Funds
1394,62,37,55,400022,3,0.9,3,0,0,0,0,1,0,Mass,13,Andheri East Branch,Mumbai,145000,70,46.2,Life Insurance
1395,52,27,33,302081,2,0.7,2,0,0,0,0,0,1,Mass,16,Malviya Nagar Branch,Jaipur,122400,60,38.7,Life Insurance
1396,47,23,190,110054,4,0.3,3,305,1,0,0,0,0,HNI,23,Karol Bagh Branch,Delhi,845600,70,82.6,Fixed Deposit
1397,42,18,43,600083,1,0.3,3,158,0,0,0,0,0,Mass,18,Anna Nagar Branch,Chennai,183700,57,48.3,Credit Card
1398,65,41,45,682006,3,0.1,3,0,0,0,0,1,0,Mass,26,Kakkanad Branch,Kochi,137300,73,51.9,Life Insurance
1399,42,18,141,600018,1,3.5,1,0,0,0,0,0,0,Affluent,9,Anna Nagar Branch,Chennai,509400,81,76.3,Fixed Deposit
1400,40,16,69,560064,4,2.4,1,0,0,0,0,1,0,Mass Affluent,9,Whitefield Branch,Bengaluru,184000,58,47.4,Credit Card
1401,32,8,78,560024,4,0.1,2,0,0,0,0,1,0,Mass Affluent,2,Indiranagar Branch,Bengaluru,129200,71,40.4,Credit Card
1402,40,15,84,400092,1,3.7,3,0,0,0,0,1,0,Mass Affluent,4,Bandra West Branch,Mumbai,241000,72,55.4,Credit Card
1403,55,29,172,440056,1,5.2,2,0,1,0,0,0,0,HNI,14,Sitabuldi Branch,Nagpur,929500,76,81.9,Home Loan
1404,32,6,51,560044,4,0.2,1,154,0,1,0,0,1,Mass Affluent,8,Indiranagar Branch,Bengaluru,246500,64,48.5,Life Insurance
1405,58,28,75,110063,1,1.4,3,0,0,0,0,1,0,Mass Affluent,9,Connaught Place Branch,Delhi,203100,78,55.1,Credit Card
1406,46,22,183,110051,1,3.1,2,0,1,0,1,1,1,HNI,9,Karol Bagh Branch,Delhi,929600,81,74.6,Home Loan
1407,53,23,20,440078,4,0.4,3,0,0,0,0,1,1,Mass,17,Dharampeth Branch,Nagpur,94700,50,31.8,Life Insurance
1408,63,39,101,400068,2,3.9,3,294,1,0,0,1,0,Affluent,12,Fort Branch,Mumbai,574800,65,68.9,Fixed Deposit
1409,40,14,129,226057,1,5.9,3,0,1,0,0,1,0,Affluent,5,Hazratganj Branch,Lucknow,527900,64,66.9,Fixed Deposit
1410,41,17,63,700035,2,3.2,1,0,0,0,0,0,0,Mass Affluent,14,Salt Lake Branch,Kolkata,195500,60,51.4,Credit Card
1411,60,35,44,302050,4,2.1,1,0,0,0,0,0,0,Mass,14,Vaishali Nagar Branch,Jaipur,108400,56,37.4,Life Insurance
1412,65,39,184,440017,1,5.4,3,176,1,0,1,1,1,HNI,15,Sitabuldi Branch,Nagpur,1585700,85,78.0,Mutual Funds
1413,59,33,100,302024,2,2.0,1,127,0,0,0,0,0,Mass Affluent,21,C Scheme Branch,Jaipur,537300,78,79.1,Credit Card
1414,48,24,12,641031,3,0.4,1,0,0,0,0,0,0,Mass,8,Gandhipuram Branch,Coimbatore,12700,48,17.4,Gold Loan
1415,59,33,68,400009,2,2.3,3,128,0,1,0,1,0,Mass Affluent,14,Bandra West Branch,Mumbai,429100,74,67.0,Credit Card
1416,33,8,48,380010,1,1.0,1,212,0,0,0,1,0,Mass,6,Navrangpura Branch,Ahmedabad,173100,60,40.9,Credit Card
1417,40,15,82,600031,2,0.4,1,0,0,0,0,0,0,Mass Affluent,15,OMR Branch,Chennai,210100,73,59.1,Credit Card
1418,42,18,52,600031,2,2.5,1,0,0,0,0,0,0,Mass,4,OMR Branch,Chennai,106700,61,33.4,Life Insurance
1419,65,41,154,160079,2,4.6,2,0,1,1,1,1,1,HNI,20,Sector 35 Branch,Chandigarh,1479900,95,83.3,Home Loan
1420,30,4,39,440099,1,1.5,1,0,0,0,0,0,1,Mass,3,Dharampeth Branch,Nagpur,98100,53,26.8,Gold Loan
1421,30,4,40,700060,1,0.3,1,0,0,0,1,1,1,Mass,8,Park Street Branch,Kolkata,177800,67,42.6,Mutual Funds
1422,42,17,54,500093,4,1.9,3,164,0,0,0,0,0,Mass,6,Secunderabad Branch,Hyderabad,184000,53,41.3,Life Insurance
1423,32,8,32,500073,2,1.0,2,103,0,0,1,1,1,Mass,6,Hitech City Branch,Hyderabad,222400,54,41.6,Auto Loan
1424,55,30,64,560011,2,2.3,3,0,0,0,0,0,0,Mass Affluent,5,Koramangala Branch,Bengaluru,143300,68,41.8,Credit Card
1425,29,3,92,560070,2,1.3,1,287,0,0,0,1,0,Mass Affluent,7,Indiranagar Branch,Bengaluru,322500,69,61.1,Credit Card
1426,64,38,40,560094,1,2.5,3,94,0,0,0,1,1,Mass,4,Koramangala Branch,Bengaluru,208700,58,41.3,Life Insurance
1427,37,11,60,400004,3,0.5,3,0,0,0,0,1,0,Mass,13,Bandra West Branch,Mumbai,141000,64,44.7,Credit Card
1428,31,5,85,400004,2,1.3,1,119,0,0,0,1,1,Mass Affluent,3,Fort Branch,Mumbai,300700,69,54.8,Auto Loan
1429,25,-1,21,380023,4,0.4,1,90,0,0,0,1,0,Mass,2,Maninagar Branch,Ahmedabad,76800,33,16.4,Life Insurance
1430,31,5,35,560057,1,0.6,3,171,0,0,0,0,0,Mass,3,Whitefield Branch,Bengaluru,106800,52,27.3,Credit Card
1431,32,7,52,452051,2,0.1,1,0,0,0,0,1,0,Mass,1,Vijay Nagar Branch,Indore,71100,66,28.2,Credit Card
1432,58,34,128,600022,1,7.4,1,0,0,0,0,0,0,Affluent,9,T Nagar Branch,Chennai,633400,81,78.2,Fixed Deposit
1433,26,2,195,400086,1,6.33,1,0,0,0,0,0,0,HNI,2,Fort Branch,Mumbai,752500,83,78.3,Home Loan
1434,51,25,68,110003,2,1.5,2,117,0,0,0,0,1,Mass Affluent,4,Karol Bagh Branch,Delhi,258400,70,51.0,Life Insurance
1435,65,41,55,110009,2,1.1,1,0,0,0,0,0,0,Mass,22,Karol Bagh Branch,Delhi,177500,73,56.5,Life Insurance
1436,43,17,55,440093,1,0.2,1,0,0,0,0,1,0,Mass,18,Sitabuldi Branch,Nagpur,154200,70,50.3,Credit Card
1437,46,21,80,110091,4,0.4,1,0,0,0,0,1,1,Mass Affluent,20,Karol Bagh Branch,Delhi,338100,76,70.2,Life Insurance
1438,28,3,123,500072,1,0.8,1,146,0,0,0,0,0,Affluent,1,Secunderabad Branch,Hyderabad,285400,72,57.1,Fixed Deposit
1439,63,37,90,452036,4,1.9,2,106,0,1,0,1,0,Affluent,13,Palasia Branch,Indore,512700,82,72.1,Credit Card
1440,59,29,61,440028,1,1.4,3,0,0,0,0,0,0,Mass,15,Dharampeth Branch,Nagpur,166400,66,49.7,Credit Card
1441,42,15,41,110048,3,2.5,2,0,0,0,0,1,0,Mass,11,Connaught Place Branch,Delhi,110500,53,34.5,Credit Card
1442,58,33,43,400020,2,1.6,3,0,0,0,0,1,0,Mass,16,Andheri East Branch,Mumbai,112300,59,39.6,Life Insurance
1443,39,13,71,400029,3,0.1,1,162,0,1,0,1,0,Mass Affluent,3,Bandra West Branch,Mumbai,245400,74,50.5,Credit Card
1444,36,12,25,400025,4,1.0,1,0,0,0,0,1,0,Mass,6,Fort Branch,Mumbai,38700,44,18.6,Credit Card
1445,60,33,154,110087,1,3.0,2,0,1,1,1,1,0,HNI,7,Connaught Place Branch,Delhi,779200,88,73.5,Home Loan
1446,47,21,141,600047,1,2.4,1,0,0,0,0,0,0,Affluent,15,Anna Nagar Branch,Chennai,558300,84,81.7,Fixed Deposit
1447,29,4,22,682034,2,0.9,3,110,0,0,0,0,0,Mass,2,MG Road Kochi Branch,Kochi,75800,32,16.2,Gold Loan
1448,52,28,145,600010,2,6.8,1,0,0,0,0,1,0,Affluent,13,OMR Branch,Chennai,808600,76,82.3,Fixed Deposit
1449,41,16,49,411055,3,0.5,3,0,0,0,0,1,0,Mass,3,Kothrud Branch,Pune,78800,63,29.3,Credit Card
1450,63,37,109,110022,1,2.0,1,0,0,0,0,1,0,Affluent,4,Dwarka Branch,Delhi,292700,80,63.1,Fixed Deposit
1451,59,34,80,380071,3,0.5,1,0,0,0,0,1,1,Mass Affluent,24,Maninagar Branch,Ahmedabad,390600,81,76.0,Life Insurance
1452,44,20,82,600028,4,1.4,2,201,0,0,0,1,1,Mass Affluent,8,T Nagar Branch,Chennai,357700,69,60.4,Life Insurance
1453,54,28,52,226093,4,2.5,1,0,0,0,0,1,0,Mass,17,Gomti Nagar Branch,Lucknow,159700,61,47.6,Life Insurance
1454,29,5,85,641011,3,2.5,1,0,0,0,0,1,1,Mass Affluent,3,RS Puram Branch,Coimbatore,259600,70,54.1,Auto Loan
1455,51,25,148,560099,1,1.0,1,0,0,0,0,0,0,Affluent,19,Indiranagar Branch,Bengaluru,563700,87,85.2,Fixed Deposit
1456,63,39,160,400037,2,2.1,1,0,0,0,0,0,1,Affluent,12,Bandra West Branch,Mumbai,659600,87,80.4,Home Loan
1457,36,11,39,110058,4,1.7,1,0,0,0,0,1,0,Mass,7,Connaught Place Branch,Delhi,73900,51,26.3,Credit Card
1458,42,16,25,560062,2,0.8,3,0,0,0,0,0,1,Mass,16,Indiranagar Branch,Bengaluru,109000,52,34.2,Life Insurance
1459,51,25,33,641063,1,1.4,3,0,0,0,0,1,1,Mass,22,Gandhipuram Branch,Coimbatore,169600,62,48.7,Life Insurance
1460,47,20,38,560007,3,2.5,2,0,0,0,0,0,0,Mass,15,Indiranagar Branch,Bengaluru,94700,50,33.3,Life Insurance
1461,40,16,85,380001,4,0.2,3,0,0,0,0,1,1,Mass Affluent,6,Satellite Branch,Ahmedabad,229500,74,54.3,Home Loan
1462,54,28,48,600063,1,0.2,1,0,0,0,0,1,0,Mass,17,T Nagar Branch,Chennai,133200,70,46.1,Life Insurance
1463,47,21,15,110079,4,0.6,3,77,0,0,0,1,0,Mass,6,Karol Bagh Branch,Delhi,79800,38,19.9,Life Insurance
1464,35,10,94,560057,1,0.0,1,174,0,0,0,1,0,Mass Affluent,10,Indiranagar Branch,Bengaluru,326300,80,66.0,Credit Card
1465,28,4,120,411011,2,0.6,1,0,0,0,0,1,0,Affluent,6,Hinjewadi Branch,Pune,304400,83,66.5,Fixed Deposit
1466,45,19,60,411035,1,0.7,3,159,0,0,0,1,0,Mass,10,Hinjewadi Branch,Pune,225400,65,51.5,Credit Card
1467,33,9,145,560048,2,4.33,1,277,0,0,0,0,1,Affluent,11,Koramangala Branch,Bengaluru,794900,72,74.6,Fixed Deposit
1468,62,36,29,110059,2,0.7,3,0,0,0,0,0,0,Mass,14,Connaught Place Branch,Delhi,50500,53,27.2,Life Insurance
1469,45,18,78,700090,3,2.67,2,0,0,0,0,1,0,Mass Affluent,13,Park Street Branch,Kolkata,250400,64,58.5,Credit Card
1470,59,35,59,110026,4,1.2,2,0,0,0,0,1,0,Mass,10,Karol Bagh Branch,Delhi,146100,65,43.6,Life Insurance
1471,58,28,80,452013,2,4.5,3,0,0,0,0,0,1,Mass Affluent,28,Vijay Nagar Branch,Indore,564600,72,78.9,Life Insurance
1472,52,26,180,110081,1,1.0,1,0,0,0,0,1,1,Affluent,6,Dwarka Branch,Delhi,609900,94,78.0,Home Loan
1473,34,8,8,400031,3,0.1,2,83,0,0,0,1,0,Mass,7,Andheri East Branch,Mumbai,70100,42,19.8,Credit Card
1474,65,35,23,500006,1,1.5,3,0,0,0,0,1,0,Mass,9,Banjara Hills Branch,Hyderabad,47200,54,23.5,Life Insurance
1475,48,23,79,500040,2,3.8,3,0,0,0,0,1,0,Mass Affluent,15,Hitech City Branch,Hyderabad,306300,65,64.3,Credit Card
1476,44,19,78,500055,2,3.8,3,268,0,0,0,0,0,Mass Affluent,8,Banjara Hills Branch,Hyderabad,313900,57,56.6,Credit Card
1477,61,37,64,560013,1,0.0,2,0,0,0,0,0,1,Mass,9,Whitefield Branch,Bengaluru,174700,74,48.2,Life Insurance
1478,40,14,64,395047,4,0.2,3,0,0,0,0,1,1,Mass,5,Ring Road Branch,Surat,156100,61,40.1,Life Insurance
1479,65,39,160,500010,4,3.8,1,237,1,0,0,1,0,HNI,12,Hitech City Branch,Hyderabad,874800,71,76.0,Fixed Deposit
1480,28,4,43,500061,1,1.0,3,102,0,0,0,0,0,Mass,2,Hitech City Branch,Hyderabad,118000,54,29.6,Mutual Funds
1481,67,42,32,560056,1,1.1,3,0,0,0,0,0,1,Mass,22,Whitefield Branch,Bengaluru,150100,61,45.9,Life Insurance
1482,35,9,179,400060,2,0.0,1,76,0,1,0,1,0,HNI,7,Andheri East Branch,Mumbai,643800,94,76.4,Fixed Deposit
1483,60,35,8,600003,1,0.1,1,0,0,0,0,1,0,Mass,17,Anna Nagar Branch,Chennai,15500,55,24.3,Life Insurance
1484,58,32,63,110095,1,1.6,1,0,0,1,0,1,0,Mass Affluent,22,Karol Bagh Branch,Delhi,344200,80,71.1,Credit Card
1485,55,30,40,411098,2,2.3,3,0,0,1,0,1,0,Mass,22,Kothrud Branch,Pune,218500,61,54.7,Life Insurance
1486,34,9,99,400092,4,2.2,2,155,0,0,0,1,0,Mass Affluent,3,Andheri East Branch,Mumbai,325000,71,59.7,Credit Card
1487,35,9,141,395019,2,4.5,2,0,1,0,0,0,0,Affluent,6,Vesu Branch,Surat,503600,63,67.2,Fixed Deposit
1488,28,4,159,500023,1,1.5,1,0,0,0,0,1,1,Affluent,1,Secunderabad Branch,Hyderabad,441000,85,68.7,Home Loan
1489,38,12,39,160081,2,0.3,1,174,0,0,0,1,0,Mass,14,IT Park Branch,Chandigarh,160200,53,41.0,Credit Card
1490,62,38,99,500011,4,1.7,2,0,0,0,0,0,0,Mass Affluent,7,Hitech City Branch,Hyderabad,260200,83,62.8,Credit Card
1491,30,4,18,400016,4,0.3,2,0,0,0,0,1,1,Mass,8,Andheri East Branch,Mumbai,64900,39,19.8,Gold Loan
1492,38,12,38,302074,2,0.3,1,0,0,0,0,1,1,Mass,8,Malviya Nagar Branch,Jaipur,113100,59,33.0,Home Loan
1493,33,8,133,411079,1,0.0,1,0,0,0,0,1,0,Affluent,9,Viman Nagar Branch,Pune,349800,84,71.6,Fixed Deposit
1494,58,34,84,380099,2,2.8,1,0,0,0,0,1,1,Mass Affluent,14,Maninagar Branch,Ahmedabad,383700,69,67.4,Life Insurance
1495,59,35,60,560025,1,0.0,2,0,0,0,0,1,1,Mass,7,Whitefield Branch,Bengaluru,183400,78,48.6,Life Insurance
1496,52,28,178,411038,3,5.4,3,147,1,0,0,1,0,HNI,16,Kothrud Branch,Pune,1212800,69,79.9,Fixed Deposit
1497,36,12,18,226069,1,0.5,3,0,0,0,0,0,1,Mass,10,Aliganj Branch,Lucknow,64100,50,23.6,Gold Loan
1498,45,21,73,411056,1,0.8,3,0,0,0,0,1,0,Mass Affluent,8,Hinjewadi Branch,Pune,182500,79,52.4,Credit Card
1499,49,23,125,560063,1,7.3,1,0,0,0,0,0,0,Affluent,25,Whitefield Branch,Bengaluru,901300,78,90.0,Fixed Deposit
1500,52,26,91,411001,1,4.3,2,0,1,0,1,1,1,Affluent,20,Kothrud Branch,Pune,717100,66,73.9,Life Insurance
1501,54,28,74,411090,2,1.1,1,0,0,0,0,1,0,Mass Affluent,23,Hinjewadi Branch,Pune,275700,73,68.4,Credit Card
1502,30,4,35,641077,2,0.3,2,0,0,1,0,0,1,Mass,7,Peelamedu Branch,Coimbatore,139900,67,36.8,Home Loan
1503,65,39,113,560045,1,2.0,1,0,0,0,0,1,1,Affluent,25,Whitefield Branch,Bengaluru,657200,82,85.3,Fixed Deposit
1504,34,8,52,560059,4,2.2,2,0,0,0,0,0,0,Mass,3,Koramangala Branch,Bengaluru,85700,53,28.1,Credit Card
1505,30,6,191,302031,2,4.4,2,0,1,0,0,1,0,HNI,2,C Scheme Branch,Jaipur,662700,70,70.9,Home Loan
1506,51,25,18,500083,1,0.3,3,93,0,0,0,0,1,Mass,21,Hitech City Branch,Hyderabad,188400,51,45.7,Life Insurance
1507,52,27,25,700093,2,0.0,1,0,0,0,0,1,1,Mass,12,Salt Lake Branch,Kolkata,90900,55,30.3,Life Insurance
1508,43,18,50,500020,4,1.9,3,0,0,0,0,0,0,Mass,4,Secunderabad Branch,Hyderabad,91300,58,30.5,Life Insurance
1509,35,10,75,110077,4,0.7,3,0,0,0,0,1,1,Mass Affluent,8,Connaught Place Branch,Delhi,218900,67,51.7,Life Insurance
1510,56,26,92,700024,2,4.5,3,0,0,1,0,0,1,Affluent,9,Park Street Branch,Kolkata,499700,80,68.9,Life Insurance
1511,57,32,33,400005,2,2.0,2,0,0,0,0,1,0,Mass,11,Andheri East Branch,Mumbai,70400,52,27.8,Life Insurance
1512,58,32,65,110014,3,2.2,3,0,0,0,0,0,0,Mass Affluent,7,Dwarka Branch,Delhi,159700,70,45.7,Credit Card
1513,53,28,44,411030,3,1.7,1,0,0,0,0,0,0,Mass,15,Kothrud Branch,Pune,104100,59,38.3,Life Insurance
1514,45,21,183,700074,2,1.4,1,354,0,0,0,0,0,HNI,22,Salt Lake Branch,Kolkata,973000,90,90.8,Fixed Deposit
1515,44,20,175,160024,2,1.4,1,0,0,0,0,1,1,Affluent,8,Sector 35 Branch,Chandigarh,651400,90,79.0,Home Loan
1516,54,28,28,110034,4,1.5,3,0,0,0,0,1,1,Mass,18,Dwarka Branch,Delhi,132800,44,36.4,Life Insurance
1517,41,17,49,400096,4,2.2,2,0,0,0,0,0,0,Mass,7,Andheri East Branch,Mumbai,105400,59,34.1,Life Insurance
1518,52,26,45,641094,4,1.8,1,0,0,0,0,1,0,Mass,20,RS Puram Branch,Coimbatore,138200,58,45.4,Life Insurance
1519,43,17,64,400020,4,3.0,3,221,1,0,0,1,0,Mass Affluent,2,Andheri East Branch,Mumbai,229600,45,40.9,Credit Card
1520,63,38,22,110082,3,0.1,3,90,0,0,0,1,0,Mass,9,Karol Bagh Branch,Delhi,111700,55,30.7,Life Insurance
1521,54,30,120,110019,1,7.4,1,119,0,0,0,1,1,Affluent,21,Karol Bagh Branch,Delhi,1160700,71,82.0,Fixed Deposit
1522,33,8,175,500089,2,6.7,1,102,0,0,0,1,0,HNI,10,Secunderabad Branch,Hyderabad,1063000,74,79.9,Fixed Deposit
1523,25,-1,101,160030,4,2.3,3,256,0,0,0,0,1,Affluent,2,IT Park Branch,Chandigarh,345200,68,57.1,Fixed Deposit
1524,41,16,104,380009,1,1.0,3,0,0,0,0,1,0,Mass Affluent,6,Navrangpura Branch,Ahmedabad,260800,77,61.0,Fixed Deposit
1525,40,16,155,700089,4,0.1,3,0,1,0,1,1,1,Affluent,8,Park Street Branch,Kolkata,585600,89,71.4,Home Loan
